Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
kYRBrr,35-44 years old,3,At home,True,False,False,False,False,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",True,False,True,True,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Medium,Full caffeine,5.0,2.0,4.0,2.0,,3.0,2.0,3.0,,2.0,2.0,4.0,,2.0,4.0,4.0,,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
PABJGx,35-44 years old,2,At home,True,False,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Very strong,Nordic,Full caffeine,8.0,2.0,5.0,3.0,"Cherry tomato, gets more bitter as it cools, apple tartness, brown sugar sweetness",3.0,2.0,1.0,"toasted grains, bitter finish, watermelon acidity, burnt rubber, chocolate finish",4.0,1.0,1.0,"bitter, blue cheese flavor (tainted florals), berries, dry papery sweetness",1.0,4.0,3.0,"graham cracker, gooseberry, thick body, pineapple, blueberry, clean for a natural",Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$15-$20,More than $20,No,"More than $1,000",No,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,1,Democrat
vNx5gl,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,6.0,3.0,3.0,2.0,Earthy,3.0,1.0,3.0,,3.0,4.0,3.0,,2.0,4.0,5.0,"Fruity, similar to high acid chocolate",Coffee C,Coffee D,Coffee A,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat
eBxWzx,25-34 years old,3,"At home, At a cafe",True,False,False,True,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",True,False,False,True,False,False,False,False,False,False,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,Light,Full caffeine,5.0,2.0,3.0,4.0,"Very well balanced, almost buttery",4.0,3.0,3.0,"Earthy, woody, dark chocolate",3.0,2.0,3.0,,1.0,4.0,5.0,Very bright and fruity,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,Hispanic/Latino,,Employed full-time,,No affiliation
WApVZe,25-34 years old,Less than 1,"At a cafe, On the go, At home",True,False,True,True,False,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over, French press, Cold brew",True,True,True,True,False,False,False,True,False,False,,Specialty coffee shop,False,False,False,True,False,False,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Light,Full caffeine,3.0,2.0,4.0,5.0,Caramel ,4.0,2.0,3.0,,4.0,2.0,3.0,,2.0,2.0,4.0,Fruity and unique ,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Non-binary,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation
Albeae,35-44 years old,1,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Italian,Full caffeine,6.0,1.0,3.0,3.0,,3.0,2.0,4.0,,3.0,1.0,5.0,This is my preference. Grew up in Australia so it might be due to to the Sumatran blend being close to what I grew up with.,1.0,5.0,2.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",True,True,False,True,False,,Yes,Yes,$6-$8,$10-$15,Yes,$300-$500,Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
lNlkMX,35-44 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,8.0,2.0,2.0,4.0,warm tea,3.0,2.0,2.0,"astringent, darker, little nutty",3.0,1.0,3.0,"astringent tannins, minor-ly tea like",1.0,2.0,5.0,"smooth, blueberries, lovely",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
OABMVa,35-44 years old,1,"At home, At a cafe",True,False,False,True,False,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",False,False,False,True,False,False,False,True,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Medium,Medium,Full caffeine,5.0,3.0,4.0,4.0,,4.0,2.0,3.0,,2.0,3.0,5.0,,4.0,5.0,2.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
XeBP2z,25-34 years old,1,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,Hario Switch,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,3.0,5.0,5.0,,4.0,3.0,3.0,,2.0,2.0,3.0,,5.0,3.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",True,True,False,True,False,,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
eBxWpl,55-64 years old,3,"At the office, At home",True,True,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Skim milk,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Bold,Medium,Medium,Full caffeine,3.0,3.0,3.0,1.0,Lemony,2.0,2.0,3.0,Coffee like you would get in a diner. Only one I would finish out of this test group.,3.0,2.0,1.0,Bad aftertaste,4.0,4.0,1.0,Tasted like coffee with turned milk in it. Bad aftertaste,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$4-$6,$4-$6,No,$20-$50,No,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
EPb7gB,18-24 years old,2,At home,True,False,False,False,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",True,False,False,True,False,False,False,True,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caramalized,Very strong,Medium,Full caffeine,2.0,2.0,5.0,5.0,,2.0,2.0,3.0,,2.0,3.0,3.0,,2.0,3.0,4.0,,Coffee A,Coffee A,Coffee A,,,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,No,,,,,,Male,,High school graduate,White/Caucasian,,Unemployed,,Democrat
RzBy2K,35-44 years old,3,"At home, At the office",True,True,False,False,False,"Cold brew, Espresso, French press",False,True,True,False,False,False,False,True,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Very strong,Dark,Full caffeine,8.0,3.0,4.0,4.0,,4.0,2.0,5.0,,2.0,1.0,3.0,,1.0,5.0,3.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,,Doctorate or professional degree,Other (please specify),White/Asian,Employed full-time,,No affiliation
1r2oBg,35-44 years old,3,At home,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,Americano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Medium,Light,Half caff,6.0,2.0,2.0,3.0,"milk chocolate, floral, apple, toffee",1.0,1.0,2.0,"caramel, cherry, milk chocolate",2.0,3.0,4.0,"lemon, chocolate, spices, hazelnut",2.0,4.0,5.0,"Blueberry, lemon, silky, bittersweet chocolate",Coffee A,Coffee D,,,,,,,,,,,,,,,,,,,,,,,,,
GrBAjZ,25-34 years old,3,"At home, At the office",True,True,False,False,False,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)",False,False,True,True,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Very strong,Dark,Full caffeine,3.0,2.0,2.0,4.0,,5.0,3.0,3.0,,3.0,3.0,3.0,,5.0,3.0,4.0,,Coffee B,Coffee A,Coffee A,I primarily work in person,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,No,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
KMBKaD,35-44 years old,4,At home,True,False,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,6.0,1.0,4.0,5.0,"CARMEL, sweet",2.0,3.0,3.0,,4.0,2.0,3.0,,1.0,5.0,5.0,,Coffee A,Coffee A,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,Yes,$4-$6,More than $20,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
ZdRrQV,35-44 years old,Less than 1,At home,True,False,False,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,Granulated Sugar,True,False,False,False,False,False,False,False,,,,,,,,,Bold,Somewhat strong,Medium,Full caffeine,3.0,3.0,2.0,3.0,,4.0,3.0,4.0,,5.0,3.0,5.0,,2.0,5.0,1.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,<$20,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$20-$50,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
1r2oRg,25-34 years old,2,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Medium,Full caffeine,6.0,2.0,4.0,4.0,"Buttery, really great mouthfeel",3.0,2.0,3.0,"Felt very middle ground, good general ""coffee""",5.0,3.0,3.0,Earthy and rich,2.0,4.0,5.0,Dry wine,Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$50-$100,Yes,Male,,High school graduate,White/Caucasian,,Unemployed,,Democrat
kYRBkZ,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,"French press, Cold brew",False,True,False,False,False,False,False,True,False,False,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,5.0,2.0,4.0,3.0,Floral,2.0,2.0,4.0,This seemed the most balanced on my palette ,2.0,4.0,2.0,Acidity gives a strong initial punch,3.0,4.0,1.0,"I do not like this at all, tastes like sour milk",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",True,True,False,True,False,,Yes,Yes,$6-$8,$6-$8,No,$20-$50,Yes,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed part-time,,Democrat
oAVLzb,18-24 years old,2,"At home, At a cafe, At the office",True,True,False,True,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,5.0,Lighter roast. Medium mouth feel. Citrus note. Acidic!,5.0,1.0,1.0,"Dark roast. Notes of toasted nuts, maybe burnt sugar? It is coffee that tastes like coffee. Heavy",3.0,3.0,3.0,Light-medium roast. Medium mouth feel? Very Earthy,3.0,3.0,5.0,"My favorite! Light roast. Gotta be a natural process. Strawberry note, fruit pastry maybe. Very sweet!",Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,,,,,,,
aBrqzZ,18-24 years old,Less than 1,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,2.0,1.0,5.0,4.0,"berry (cherries), lemonade",2.0,2.0,5.0,"green grapes, velvety mouthfeel",3.0,3.0,3.0,asian pear,1.0,4.0,4.0,"lemony, milk chcolate",Coffee B,Coffee D,Coffee B,I do a mix of both,<$20,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$50-$100,Yes,Non-binary,,Bachelor's degree,Other (please specify),"Biracial (Asian, White)",Employed full-time,,Democrat
rlrMvX,35-44 years old,2,"At home, At the office",True,True,False,False,False,"Pour over, French press",True,True,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,5.0,1.0,4.0,4.0,,2.0,2.0,4.0,,3.0,3.0,2.0,,2.0,5.0,3.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,,,,,,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,
EPb76l,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,2.0,,3.0,2.0,4.0,,3.0,4.0,2.0,,1.0,5.0,5.0,,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
24xGDM,35-44 years old,1,At home,True,False,False,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,3.0,4.0,4.0,"Sweet, the idea of berries",3.0,2.0,3.0,"Leather, widely appealing/restaurant coffee (not in a bad way though)",4.0,3.0,2.0,Burnt toast,2.0,4.0,4.0,"Flowers, strawberry",Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$4-$6,$8-$10,No,,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Independent
7d9rPa,35-44 years old,1,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Americano,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,5.0,2.0,4.0,4.0,Probably favorite,3.0,2.0,2.0,,5.0,3.0,4.0,,3.0,5.0,3.0,,Coffee A,Coffee A,Coffee B,I primarily work in person,<$20,"It makes me go to the bathroom, I need the ritual, I need the caffeine, It tastes good",True,True,True,True,False,,Yes,No,$4-$6,$6-$8,Yes,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
DVv69R,25-34 years old,2,"At home, At a cafe",True,False,False,True,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7.0,1.0,2.0,5.0,Donut,2.0,1.0,3.0,,2.0,1.0,2.0,,2.0,2.0,3.0,,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$6-$8,More than $20,Yes,$500-$1000,No,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
42NVdA,25-34 years old,2,"At home, At a cafe, At the office",True,True,False,True,False,"French press, Espresso",False,True,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, No - just black",True,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Caramalized,Medium,Medium,Full caffeine,8.0,2.0,4.0,4.0,"Bright, Apple-like (crisp), Carmel sweet ",4.0,2.0,3.0,"bitter - cardboard/brown like, maybe chocolates (dark)",3.0,3.0,2.0,"mint, wood",2.0,5.0,3.0,"fruit, citrus, bright, taste like raisin (fermented like fruit)",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$10-$15,$8-$10,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
g5N6OP,35-44 years old,2,"At home, At a cafe",True,False,False,True,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,Light,Full caffeine,7.0,2.0,3.0,3.0,,3.0,1.0,3.0,,3.0,2.0,2.0,,1.0,5.0,5.0,,Coffee B,Coffee D,Coffee D,I primarily work in person,>$100,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$6-$8,More than $20,Yes,$500-$1000,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,2,Democrat
J2kvZR,25-34 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,5.0,4.0,3.0,3.0,quite fruity,5.0,4.0,4.0,too bitter?,3.0,2.0,5.0,"nice, complex",2.0,5.0,2.0,acidic,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,It tastes good,True,False,False,False,False,,Yes,Yes,$4-$6,$4-$6,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
RzBylj,45-54 years old,2,"At home, On the go, At a cafe",True,False,True,True,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,"National chain (e.g. Starbucks, Dunkin), Local cafe",True,True,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Coffee creamer,False,False,False,True,False,False,False,False,False,Brown Sugar,False,False,False,False,False,False,True,False,,,,,,,,,Nutty,Medium,Medium,Half caff,7.0,2.0,2.0,3.0,,2.0,2.0,5.0,,3.0,3.0,3.0,,4.0,4.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,$80-$100,It tastes good,True,False,False,False,False,,Yes,No,$4-$6,$4-$6,Yes,$100-$300,Yes,Female,,Master's degree,White/Caucasian,,Employed full-time,1,Independent
qbE1zO,25-34 years old,2,"At home, At the office",True,True,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,7.0,1.0,3.0,5.0,"Peary, fermenty",3.0,2.0,2.0,"Earthy, coffee-ey",3.0,2.0,2.0,,2.0,5.0,5.0,"Nice texture, fermenty",Coffee A,Coffee D,Coffee B,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Other (please specify),Transmasc Genderqueer,Bachelor's degree,Native American/Alaska Native,,Employed full-time,,
jB9AEQ,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat light,Light,Full caffeine,8.0,2.0,3.0,4.0,,4.0,2.0,2.0,,4.0,2.0,2.0,,2.0,3.0,4.0,,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,More than $20,No,"More than $1,000",Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
xdN5ov,18-24 years old,1,"At home, At a cafe",True,False,False,True,False,"French press, Pour over, Cold brew",True,True,False,False,False,False,False,True,False,False,,,,,,,,,,Other,Flat White,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,5.0,2.0,4.0,2.0,"Lemon, sour apple",4.0,2.0,3.0,"Wood, hickory, earthy",2.0,3.0,4.0,"Blood Orange, Pomegranate",1.0,4.0,5.0,"Unripe blackberries, blueberry",Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,$15-$20,Yes,$100-$300,Yes,Female,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat
